country,proportion,rank,time,value,zhou
爱沙尼亚,0.0277%,96,2004,12144397515,欧洲
乌兹别克斯坦,0.0275%,97,2004,12030023547,亚洲
约旦,0.0264%,98,2004,11571424541,亚洲
波黑,0.0242%,99,2004,10596205714,欧洲
澳门,0.0242%,100,2004,10585624890,亚洲
缅甸,0.0241%,101,2004,10567354056,亚洲
刚果（金）,0.0235%,102,2004,10297483481,非洲
塞内加尔,0.0232%,103,2004,10167441854,非洲
牙买加,0.0232%,104,2004,10150978154,美洲
埃塞俄比亚,0.0231%,105,2004,10131187261,非洲
巴拉圭,0.0220%,106,2004,9624440836,美洲
巴哈马,0.0207%,107,2004,9055290000,美洲
博茨瓦纳,0.0204%,108,2004,8957467706,非洲
加纳,0.0203%,109,2004,8881368538,非洲
玻利维亚,0.0200%,110,2004,8773451738,美洲
洪都拉斯,0.0200%,111,2004,8772146604,美洲
阿塞拜疆,0.0198%,112,2004,8680370408,亚洲
乌干达,0.0181%,113,2004,7940362799,非洲
文莱,0.0180%,114,2004,7872333215,亚洲
加蓬,0.0177%,115,2004,7756293574,非洲
莫桑比克,0.0173%,116,2004,7589038159,非洲
尼泊尔,0.0166%,117,2004,7273938314,亚洲
阿尔巴尼亚,0.0164%,118,2004,7184681398,欧洲
土库曼斯坦,0.0156%,119,2004,6838351088,亚洲
毛里求斯,0.0150%,120,2004,6578844486,非洲
纳米比亚,0.0148%,121,2004,6480441754,非洲
赞比亚,0.0142%,122,2004,6221077674,非洲
马耳他,0.0138%,123,2004,6062780269,欧洲
津巴布韦,0.0132%,124,2004,5805598400,非洲
尼加拉瓜,0.0132%,125,2004,5795568204,美洲
马其顿,0.0130%,126,2004,5682719260,欧洲
马里,0.0124%,127,2004,5444474268,非洲
柬埔寨,0.0122%,128,2004,5337833248,亚洲
阿富汗,0.0119%,129,2004,5226775163,亚洲
格鲁吉亚,0.0117%,130,2004,5125365191,亚洲
布基纳法索,0.0110%,131,2004,4838551099,非洲
刚果（布）,0.0106%,132,2004,4648628921,非洲
贝宁,0.0103%,133,2004,4521424807,非洲
百慕大,0.0102%,134,2004,4484703000,美洲
乍得,0.0101%,135,2004,4414929219,非洲
赤道几内亚,0.0101%,136,2004,4410764338,非洲
马达加斯加,0.0100%,137,2004,4363934494,非洲
巴勒斯坦,0.0099%,138,2004,4329200000,亚洲
摩纳哥,0.0094%,139,2004,4110169853,欧洲
巴布亚新几内亚,0.0090%,140,2004,3927157866,大洋洲
关岛,0.0088%,141,2004,3857000000,大洋洲
几内亚,0.0084%,142,2004,3666349049,非洲
亚美尼亚,0.0082%,143,2004,3576615240,亚洲
海地,0.0081%,144,2004,3537720277,美洲
巴巴多斯,0.0080%,145,2004,3514350000,美洲
马拉维,0.0079%,146,2004,3476094498,非洲
列支敦士登,0.0079%,147,2004,3454362685,欧洲
尼日尔,0.0070%,148,2004,3052898739,非洲
安道尔,0.0067%,149,2004,2935659299,欧洲
马恩岛,0.0064%,150,2004,2822358473,欧洲
斯威士兰,0.0063%,151,2004,2770082815,非洲
斐济群岛,0.0062%,152,2004,2727507212,大洋洲
摩尔多瓦,0.0059%,153,2004,2598249555,欧洲
老挝,0.0054%,154,2004,2366398119,亚洲
多哥,0.0051%,155,2004,2255942249,非洲
阿鲁巴,0.0051%,156,2004,2228491620,美洲
吉尔吉斯斯坦,0.0050%,157,2004,2211534585,亚洲
卢旺达,0.0048%,158,2004,2088961968,非洲
塔吉克斯坦,0.0047%,159,2004,2076182460,亚洲
黑山,0.0047%,160,2004,2073234417,欧洲
蒙古,0.0045%,161,2004,1992066808,亚洲
圣马力诺,0.0043%,162,2004,1877328035,欧洲
毛里塔尼亚,0.0042%,163,2004,1833444739,非洲
格陵兰,0.0042%,164,2004,1822486688,美洲
法罗群岛,0.0039%,165,2004,1688237552,欧洲
莱索托,0.0034%,166,2004,1511236655,非洲
苏里南,0.0034%,167,2004,1484092538,美洲
塞拉利昂,0.0033%,168,2004,1448536630,非洲
中非,0.0029%,169,2004,1270080250,非洲
马尔代夫,0.0028%,170,2004,1226829562,亚洲
北马里亚纳群岛,0.0028%,171,2004,1210000000,大洋洲
厄立特里亚,0.0025%,172,2004,1109054005,非洲
东帝汶,0.0025%,173,2004,1078373700,亚洲
伯利兹,0.0024%,174,2004,1057845500,美洲
圣卢西亚,0.0022%,175,2004,954317407,美洲
佛得角,0.0021%,176,2004,924318490,非洲
安提瓜和巴布达,0.0021%,177,2004,919577148,美洲
布隆迪,0.0021%,178,2004,915257323,非洲
利比里亚,0.0020%,179,2004,897000000,非洲
塞舌尔,0.0019%,180,2004,839319927,非洲
圭亚那,0.0018%,181,2004,787814379,美洲
不丹,0.0016%,182,2004,682523857,亚洲
吉布提,0.0015%,183,2004,666072101,非洲
科摩罗,0.0014%,184,2004,632570092,非洲
格林纳达,0.0014%,185,2004,599118592,美洲
冈比亚,0.0013%,186,2004,578785951,非洲
几内亚比绍,0.0012%,187,2004,531109356,非洲
圣基茨和尼维斯,0.0012%,188,2004,529250444,美洲
圣文森特和格林纳丁斯,0.0012%,189,2004,521975111,美洲
美属萨摩亚,0.0012%,190,2004,512000000,大洋洲
特克斯和凯科斯群岛,0.0011%,191,2004,485598810,美洲
萨摩亚,0.0010%,192,2004,420320176,大洋洲
所罗门群岛,0.0009%,193,2004,375111894,大洋洲
多米尼克,0.0008%,194,2004,367199111,美洲
瓦努阿图,0.0008%,195,2004,364996869,大洋洲
密克罗尼西亚联邦,0.0005%,196,2004,240236020,大洋洲
汤加,0.0005%,197,2004,229358214,大洋洲
帕劳,0.0004%,198,2004,164886100,大洋洲
马绍尔群岛,0.0003%,199,2004,133806400,大洋洲
圣多美和普林西比,0.0003%,200,2004,114582285,非洲
基里巴斯,0.0002%,201,2004,102367039,大洋洲
图瓦卢,0.0000%,202,2004,21534931,大洋洲
美国,29.4539%,1,2003,11458243878000,美洲
日本,11.4278%,2,2003,4445658071221,亚洲
德国,6.4164%,3,2003,2496128668171,欧洲
英国,5.2774%,4,2003,2053018775510,欧洲
法国,4.7310%,5,2003,1840480812641,欧洲
中国,4.2678%,6,2003,1660287965662,亚洲
意大利,4.0464%,7,2003,1574145823927,欧洲
西班牙,2.3276%,8,2003,905492099322,欧洲
加拿大,2.2939%,9,2003,892382413817,美洲
墨西哥,1.8748%,10,2003,729336319677,美洲
韩国,1.7493%,11,2003,680520724062,亚洲
印度,1.5621%,12,2003,607699285433,亚洲
荷兰,1.4878%,13,2003,578792325056,欧洲
巴西,1.4352%,14,2003,558319920831,美洲
澳大利亚,1.1991%,15,2003,466488060570,大洋洲
俄罗斯,1.1062%,16,2003,430347770731,欧洲
瑞士,0.9072%,17,2003,352914531818,欧洲
瑞典,0.8541%,18,2003,332269146581,欧洲
比利时,0.8158%,19,2003,317381715575,欧洲
土耳其,0.8016%,20,2003,311823003788,欧洲
奥地利,0.6727%,21,2003,261695778781,欧洲
印尼,0.6035%,22,2003,234772463823,亚洲
挪威,0.5883%,23,2003,228858506821,欧洲
丹麦,0.5606%,24,2003,218096033517,欧洲
波兰,0.5591%,25,2003,217513049291,欧洲
沙特阿拉伯,0.5547%,26,2003,215807655253,亚洲
希腊,0.5191%,27,2003,201924270316,欧洲
南非,0.4505%,28,2003,175256916996,非洲
芬兰,0.4403%,29,2003,171274266365,欧洲
葡萄牙,0.4238%,30,2003,164862142212,欧洲
爱尔兰,0.4223%,31,2003,164284690067,欧洲
香港,0.4148%,32,2003,161384522525,亚洲
伊朗,0.3947%,33,2003,153544751395,亚洲
泰国,0.3914%,34,2003,152280653543,亚洲
阿根廷,0.3280%,35,2003,127586973492,美洲
以色列,0.3264%,36,2003,126965980061,亚洲
阿联酋,0.3196%,37,2003,124346358066,亚洲
马来西亚,0.2833%,38,2003,110202368421,亚洲
尼日利亚,0.2697%,39,2003,104911947834,非洲
捷克,0.2561%,40,2003,99627140274,欧洲
新加坡,0.2510%,41,2003,97645448283,亚洲
哥伦比亚,0.2433%,42,2003,94641378693,美洲
新西兰,0.2269%,43,2003,88250885550,大洋洲
匈牙利,0.2193%,44,2003,85302003908,欧洲
菲律宾,0.2157%,45,2003,83908206647,亚洲
委内瑞拉,0.2150%,46,2003,83620628582,美洲
巴基斯坦,0.2140%,47,2003,83244801092,亚洲
埃及,0.2132%,48,2003,82924503942,非洲
智利,0.1944%,49,2003,75643459839,美洲
波多黎各,0.1923%,50,2003,74827400000,美洲
阿尔及利亚,0.1745%,51,2003,67866141223,非洲
孟加拉,0.1546%,52,2003,60158929188,亚洲
秘鲁,0.1510%,53,2003,58731030121,美洲
罗马尼亚,0.1486%,54,2003,57806506024,欧洲
摩洛哥,0.1338%,55,2003,52064058833,非洲
乌克兰,0.1287%,56,2003,50084197498,欧洲
科威特,0.1231%,57,2003,47876510067,亚洲
斯洛伐克,0.1203%,58,2003,46816589164,欧洲
越南,0.1017%,59,2003,39552513316,亚洲
古巴,0.0923%,60,2003,35901200000,美洲
克罗地亚,0.0892%,61,2003,34686547352,欧洲
厄瓜多尔,0.0834%,62,2003,32432858000,美洲
哈萨克斯坦,0.0793%,63,2003,30833699702,亚洲
斯洛文尼亚,0.0762%,64,2003,29634713062,欧洲
卢森堡,0.0760%,65,2003,29557325056,欧洲
突尼斯,0.0706%,66,2003,27453084982,非洲
利比亚,0.0675%,67,2003,26265625000,非洲
卡塔尔,0.0605%,68,2003,23533791208,亚洲
危地马拉,0.0563%,69,2003,21917430694,美洲
叙利亚,0.0561%,70,2003,21828144686,亚洲
多米尼加,0.0556%,71,2003,21642882856,美洲
阿曼,0.0556%,72,2003,21633810143,亚洲
塞尔维亚,0.0545%,73,2003,21188704081,欧洲
保加利亚,0.0539%,74,2003,20982685981,欧洲
黎巴嫩,0.0516%,75,2003,20082918739,亚洲
斯里兰卡,0.0485%,76,2003,18881765437,亚洲
立陶宛,0.0483%,77,2003,18802576988,欧洲
白俄罗斯,0.0458%,78,2003,17827791321,欧洲
安哥拉,0.0458%,79,2003,17812705294,非洲
苏丹,0.0454%,80,2003,17646503525,非洲
哥斯达黎加,0.0442%,81,2003,17196009811,美洲
科特迪瓦,0.0393%,82,2003,15306602560,非洲
坦桑尼亚,0.0391%,83,2003,15224257698,非洲
肯尼亚,0.0383%,84,2003,14904517649,非洲
喀麦隆,0.0374%,85,2003,14548845764,非洲
塞浦路斯,0.0374%,86,2003,14547325028,欧洲
巴拿马,0.0352%,87,2003,13693981200,美洲
萨尔瓦多,0.0340%,88,2003,13243892200,美洲
乌拉圭,0.0310%,89,2003,12045631092,美洲
也门,0.0303%,90,2003,11777966673,亚洲
拉脱维亚,0.0302%,91,2003,11731703357,欧洲
冰岛,0.0293%,92,2003,11414054860,欧洲
特立尼达和多巴哥,0.0291%,93,2003,11305459802,美洲
巴林,0.0285%,94,2003,11074813829,亚洲
缅甸,0.0269%,95,2003,10467109977,亚洲
约旦,0.0266%,96,2003,10338730606,亚洲
乌兹别克斯坦,0.0261%,97,2003,10134453435,亚洲
爱沙尼亚,0.0254%,98,2003,9877636517,欧洲
牙买加,0.0242%,99,2003,9399447609,美洲
刚果（金）,0.0230%,100,2003,8937567059,非洲
巴哈马,0.0228%,101,2003,8870090000,美洲
塞内加尔,0.0223%,102,2003,8683229268,非洲
埃塞俄比亚,0.0222%,103,2003,8623691300,非洲
波黑,0.0215%,104,2003,8369878822,欧洲
澳门,0.0211%,105,2003,8195033162,亚洲
洪都拉斯,0.0209%,106,2003,8140271080,美洲
玻利维亚,0.0208%,107,2003,8082364868,美洲
巴拉圭,0.0198%,108,2003,7691367471,美洲
加纳,0.0196%,109,2003,7632406552,非洲
博茨瓦纳,0.0193%,110,2003,7511582173,非洲
阿塞拜疆,0.0187%,111,2003,7276013031,亚洲
文莱,0.0169%,112,2003,6557333084,亚洲
加蓬,0.0167%,113,2003,6497305662,非洲
乌干达,0.0163%,114,2003,6336696288,非洲
尼泊尔,0.0163%,115,2003,6330473096,亚洲
莫桑比克,0.0161%,116,2003,6254047514,非洲
土库曼斯坦,0.0154%,117,2003,5977560877,亚洲
毛里求斯,0.0150%,118,2003,5816553826,非洲
津巴布韦,0.0147%,119,2003,5727591800,非洲
阿尔巴尼亚,0.0144%,120,2003,5611492282,欧洲
马达加斯加,0.0141%,121,2003,5474030080,非洲
马耳他,0.0140%,122,2003,5456583589,欧洲
尼加拉瓜,0.0137%,123,2003,5322454925,美洲
马其顿,0.0127%,124,2003,4946292774,欧洲
赞比亚,0.0126%,125,2003,4901839731,非洲
纳米比亚,0.0124%,126,2003,4811994024,非洲
马里,0.0121%,127,2003,4703504466,非洲
柬埔寨,0.0120%,128,2003,4658246918,亚洲
阿富汗,0.0116%,129,2003,4515563413,亚洲
布基纳法索,0.0108%,130,2003,4205691222,非洲
百慕大,0.0108%,131,2003,4186525000,美洲
格鲁吉亚,0.0103%,132,2003,3991284895,亚洲
巴勒斯坦,0.0102%,133,2003,3968000000,亚洲
贝宁,0.0100%,134,2003,3905366187,非洲
摩纳哥,0.0092%,135,2003,3589126975,欧洲
关岛,0.0092%,136,2003,3560000000,大洋洲
巴布亚新几内亚,0.0091%,137,2003,3536411824,大洋洲
刚果（布）,0.0090%,138,2003,3495868808,非洲
几内亚,0.0089%,139,2003,3446442218,非洲
巴巴多斯,0.0084%,140,2003,3274850000,美洲
马拉维,0.0082%,141,2003,3208837077,非洲
列支敦士登,0.0079%,142,2003,3070691319,欧洲
海地,0.0076%,143,2003,2960306120,美洲
亚美尼亚,0.0072%,144,2003,2807061008,亚洲
乍得,0.0070%,145,2003,2736666515,非洲
尼日尔,0.0070%,146,2003,2731416346,非洲
赤道几内亚,0.0064%,147,2003,2484745935,非洲
安道尔,0.0062%,148,2003,2398645598,欧洲
马恩岛,0.0060%,149,2003,2328658227,欧洲
斐济群岛,0.0060%,150,2003,2315935752,大洋洲
斯威士兰,0.0056%,151,2003,2197612760,非洲
多哥,0.0054%,152,2003,2111093197,非洲
老挝,0.0052%,153,2003,2023324407,亚洲
阿鲁巴,0.0052%,154,2003,2021229050,美洲
摩尔多瓦,0.0051%,155,2003,1980907434,欧洲
吉尔吉斯斯坦,0.0049%,156,2003,1919008090,亚洲
卢旺达,0.0047%,157,2003,1846198770,非洲
黑山,0.0044%,158,2003,1707710053,欧洲
圣马力诺,0.0041%,159,2003,1600451467,欧洲
蒙古,0.0041%,160,2003,1595297355,亚洲
毛里塔尼亚,0.0040%,161,2003,1563074858,非洲
格陵兰,0.0040%,162,2003,1558753434,美洲
塔吉克斯坦,0.0040%,163,2003,1555301496,亚洲
法罗群岛,0.0038%,164,2003,1494011567,欧洲
塞拉利昂,0.0036%,165,2003,1385810072,非洲
苏里南,0.0033%,166,2003,1274190311,美洲
北马里亚纳群岛,0.0032%,167,2003,1239000000,大洋洲
莱索托,0.0030%,168,2003,1157832934,非洲
中非,0.0029%,169,2003,1139754799,非洲
马尔代夫,0.0027%,170,2003,1052121054,亚洲
伯利兹,0.0025%,171,2003,990374050,美洲
圣卢西亚,0.0023%,172,2003,883314333,美洲
厄立特里亚,0.0022%,173,2003,870247703,非洲
安提瓜和巴布达,0.0022%,174,2003,855643111,美洲
佛得角,0.0021%,175,2003,813963830,非洲
布隆迪,0.0020%,176,2003,784654423,非洲
利比里亚,0.0019%,177,2003,748000000,非洲
圭亚那,0.0019%,178,2003,743064076,美洲
塞舌尔,0.0018%,179,2003,705704816,非洲
吉布提,0.0016%,180,2003,622044665,非洲
不丹,0.0016%,181,2003,604041958,亚洲
格林纳达,0.0015%,182,2003,591018407,美洲
科摩罗,0.0014%,183,2003,545658929,非洲
东帝汶,0.0014%,184,2003,543315600,亚洲
美属萨摩亚,0.0014%,185,2003,527000000,大洋洲
冈比亚,0.0013%,186,2003,487038821,非洲
圣基茨和尼维斯,0.0013%,187,2003,486344344,美洲
圣文森特和格林纳丁斯,0.0012%,188,2003,481806296,美洲
几内亚比绍,0.0012%,189,2003,476388260,非洲
特克斯和凯科斯群岛,0.0011%,190,2003,409753640,美洲
多米尼克,0.0009%,191,2003,343310666,美洲
萨摩亚,0.0009%,192,2003,338838639,大洋洲
所罗门群岛,0.0009%,193,2003,332738245,大洋洲
瓦努阿图,0.0008%,194,2003,314463144,大洋洲
密克罗尼西亚联邦,0.0006%,195,2003,245432897,大洋洲
汤加,0.0005%,196,2003,202543202,大洋洲
帕劳,0.0004%,197,2003,153761900,大洋洲
马绍尔群岛,0.0003%,198,2003,131398500,大洋洲
圣多美和普林西比,0.0003%,199,2003,102085766,非洲
基里巴斯,0.0002%,200,2003,90231856,大洋洲
图瓦卢,0.0000%,201,2003,18231078,大洋洲
美国,31.5408%,1,2002,10936419054000,美洲
日本,11.8681%,2,2002,4115116279069,亚洲
德国,5.9659%,3,2002,2068624129493,欧洲
英国,5.1465%,4,2002,1784473920863,欧洲
法国,4.3095%,5,2002,1494286655373,欧洲
中国,4.2411%,6,2002,1470550015081,亚洲
意大利,3.6648%,7,2002,1270712309429,欧洲
墨西哥,2.2268%,8,2002,772106378935,美洲
加拿大,2.1859%,9,2002,757950678646,美洲
西班牙,2.0344%,10,2002,705394315829,欧洲
韩国,1.7564%,11,2002,609020054512,亚洲
印度,1.4851%,12,2002,514937948870,亚洲
巴西,1.4650%,13,2002,507962487700,美洲
荷兰,1.3601%,14,2002,471613965744,欧洲
澳大利亚,1.1382%,15,2002,394648911678,大洋洲
俄罗斯,0.9963%,16,2002,345470494417,欧洲
瑞士,0.8693%,17,2002,301416655973,欧洲
瑞典,0.7652%,18,2002,265336496492,欧洲
比利时,0.7416%,19,2002,257157820440,欧洲
土耳其,0.6876%,20,2002,238428125942,欧洲
奥地利,0.6154%,21,2002,213377771503,欧洲
波兰,0.5730%,22,2002,198680637254,欧洲
印尼,0.5643%,23,2002,195660611165,亚洲
挪威,0.5639%,24,2002,195524186477,欧洲
沙特阿拉伯,0.5468%,25,2002,189605920240,亚洲
丹麦,0.5152%,26,2002,178635163717,欧洲
香港,0.4798%,27,2002,166349228737,亚洲
希腊,0.4437%,28,2002,153830947016,欧洲
芬兰,0.4030%,29,2002,139738377564,欧洲
泰国,0.3873%,30,2002,134300851255,亚洲
葡萄牙,0.3869%,31,2002,134156091661,欧洲
伊朗,0.3710%,32,2002,128626917503,亚洲
爱尔兰,0.3690%,33,2002,127949875023,欧洲
以色列,0.3493%,34,2002,121123828591,亚洲
南非,0.3331%,35,2002,115482368343,非洲
阿联酋,0.3167%,36,2002,109816201497,亚洲
马来西亚,0.2908%,37,2002,100845526315,亚洲
哥伦比亚,0.2825%,38,2002,97963003804,美洲
阿根廷,0.2818%,39,2002,97724004251,美洲
尼日利亚,0.2751%,40,2002,95385819320,非洲
委内瑞拉,0.2679%,41,2002,92893587733,美洲
新加坡,0.2669%,42,2002,92537752708,亚洲
埃及,0.2534%,43,2002,87850683978,非洲
捷克,0.2362%,44,2002,81910771993,欧洲
菲律宾,0.2346%,45,2002,81357605641,亚洲
巴基斯坦,0.2085%,46,2002,72306820396,亚洲
波多黎各,0.2066%,47,2002,71623500000,美洲
智利,0.2011%,48,2002,69736811435,美洲
匈牙利,0.1950%,49,2002,67608919144,欧洲
新西兰,0.1922%,50,2002,66627729311,大洋洲
阿尔及利亚,0.1637%,51,2002,56758113501,非洲
秘鲁,0.1580%,52,2002,54777553515,美洲
孟加拉,0.1578%,53,2002,54724081490,亚洲
罗马尼亚,0.1329%,54,2002,46066101951,欧洲
乌克兰,0.1221%,55,2002,42351593887,欧洲
摩洛哥,0.1218%,56,2002,42236836820,非洲
科威特,0.1100%,57,2002,38137545245,亚洲
斯洛伐克,0.1013%,58,2002,35130340673,欧洲
越南,0.1011%,59,2002,35064105500,亚洲
古巴,0.0969%,60,2002,33590500000,美洲
厄瓜多尔,0.0823%,61,2002,28548945000,美洲
多米尼加,0.0789%,62,2002,27362875602,美洲
克罗地亚,0.0773%,63,2002,26815719603,欧洲
哈萨克斯坦,0.0711%,64,2002,24636593223,亚洲
卢森堡,0.0681%,65,2002,23616328816,欧洲
斯洛文尼亚,0.0677%,66,2002,23489889975,欧洲
突尼斯,0.0667%,67,2002,23142294436,非洲
叙利亚,0.0622%,68,2002,21582248881,亚洲
危地马拉,0.0599%,69,2002,20776403774,美洲
利比亚,0.0591%,70,2002,20481889763,非洲
阿曼,0.0581%,71,2002,20142782834,亚洲
卡塔尔,0.0558%,72,2002,19363736263,亚洲
黎巴嫩,0.0552%,73,2002,19152238805,亚洲
斯里兰卡,0.0477%,74,2002,16536535647,亚洲
哥斯达黎加,0.0476%,75,2002,16504795592,美洲
保加利亚,0.0469%,76,2002,16276456427,欧洲
塞尔维亚,0.0465%,77,2002,16116843146,欧洲
安哥拉,0.0441%,78,2002,15285594828,非洲
苏丹,0.0427%,79,2002,14803189092,非洲
白俄罗斯,0.0421%,80,2002,14594249022,欧洲
立陶宛,0.0412%,81,2002,14278357283,欧洲
坦桑尼亚,0.0408%,82,2002,14142035080,非洲
乌拉圭,0.0392%,83,2002,13606494599,美洲
肯尼亚,0.0379%,84,2002,13147743910,非洲
巴拿马,0.0375%,85,2002,12994310400,美洲
萨尔瓦多,0.0365%,86,2002,12664190300,美洲
科特迪瓦,0.0356%,87,2002,12346919216,非洲
喀麦隆,0.0334%,88,2002,11579343088,非洲
塞浦路斯,0.0329%,89,2002,11420227884,欧洲
也门,0.0308%,90,2002,10694628091,亚洲
约旦,0.0280%,91,2002,9716868829,亚洲
牙买加,0.0280%,92,2002,9694169756,美洲
乌兹别克斯坦,0.0279%,93,2002,9687788512,亚洲
巴林,0.0277%,94,2002,9593510638,亚洲
拉脱维亚,0.0275%,95,2002,9529948840,欧洲
冰岛,0.0268%,96,2002,9294651863,欧洲
特立尼达和多巴哥,0.0260%,97,2002,9008273720,美洲
巴哈马,0.0256%,98,2002,8881160000,美洲
刚果（金）,0.0252%,99,2002,8728038525,非洲
玻利维亚,0.0228%,100,2002,7905485216,美洲
埃塞俄比亚,0.0226%,101,2002,7850809498,非洲
洪都拉斯,0.0224%,102,2002,7775078402,美洲
爱沙尼亚,0.0213%,103,2002,7372457191,欧洲
澳门,0.0211%,104,2002,7322677820,亚洲
巴拉圭,0.0208%,105,2002,7196260656,美洲
缅甸,0.0195%,106,2002,6777632512,亚洲
塞内加尔,0.0195%,107,2002,6752510282,非洲
波黑,0.0192%,108,2002,6651106833,欧洲
津巴布韦,0.0183%,109,2002,6342116400,非洲
阿塞拜疆,0.0180%,110,2002,6235856819,亚洲
乌干达,0.0178%,111,2002,6178563590,非洲
加纳,0.0178%,112,2002,6166330136,非洲
尼泊尔,0.0175%,113,2002,6050875806,亚洲
文莱,0.0169%,114,2002,5843329107,亚洲
莫桑比克,0.0162%,115,2002,5623299277,非洲
博茨瓦纳,0.0157%,116,2002,5438857106,非洲
加蓬,0.0153%,117,2002,5310381151,非洲
尼加拉瓜,0.0151%,118,2002,5224213017,美洲
毛里求斯,0.0140%,119,2002,4841310239,非洲
